Verb,NZZ_ID,Token_ID,Sentence,pattern,Stimulus_Type,Stimulus_PP,Comment,sem_class_subj,sem_class_PP_int,interpr_sem_class_PP_int,det_PP_int,Comment_PP
erfreuen,NZZ_1996_02_10_a23_seg4_s2,63,"In einer Zeit , da ihm die Republikaner von Herzen gerne Opportunismus vorwerfen würden , hat sich Clinton gegen die Anschaffung weiterer 20 B-2-Bomber ( auch « Stealth » -Bomber genannt ) entschieden und so all jenen die Luft aus den Segeln genommen , die vorausgesagt hatten , der Präsident werde aus wahltaktischen Erwägungen den kalifornischen Hersteller des Bombers mit weiteren Aufträgen erfreuen und sich so wichtige Stimmen im Westküstenstaat sichern .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,
erfreuen,NZZ_1996_06_26_a19_seg2_s12,37,Auch Bundeskanzler Kohl hat sich in die Rolle eines Türöffners für die deutsche Wirtschaft drängen lassen und letztes Jahr das unterdrückerische Pekinger Regime sogar mit einem für die deutsche Politik eher peinlichen Besuch bei der Volksbefreiungsarmee erfreut .,X-STM_V_Y-EXP,anim,mit,EXP_anim_proxy,human,event(action),,,
erfreuen,NZZ_1997_08_12_a110_seg3_s2,26,"Im Frühling meist märzmagere Teilchen , im Herbst dann die strammen Prachtsexemplare aus guter Zucht , die die andern verbeissen und uns mit ihrer Kerngesundheit erfreuen .",X-STM_V_Y-EXP,anim,mit,,organism,property,,det_coref_subj,
erfreuen,NZZ_1998_12_05_a246_seg6_s7,6,Wen kann ich mit Schlichtheit erfreuen ?,X-STM_V_Y-EXP,anim,mit,,human,property,,,
erfreuen,NZZ_1998_03_11_a119_seg6_s2,8,"Erstere will man jetzt mit der Neuerung erfreuen , dass Aufträge jeglicher Grösse angenommen werden ; letztere sollen davon profitieren , dass die Handelszeit ab dem 1. April von 10 Uhr 30 bis 13 Uhr auf 8 Uhr 30 bis 17 Uhr verlängert wird .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,
erfreuen,NZZ_1996_03_18_a105_seg3_s11,13,"Stadt ist dort , wo Konflikte Kultur haben und Verschiedenheit als Vielfalt erfreut , anregt , weiterbringt .",X-STM_V,inanim,als,,property,property,,no_det,
erheitern,NZZ_1993_12_09_a192_seg2_s15,4,"Und die Clowns erheitern mit der klassischen Spiegelnummer , die man auch in diesen Breitengraden kennt .",X-STM_V,anim,mit,,human,"event(action),abstract_obj",,,(part of) piece of art
erheitern,NZZ_1993_02_06_a149_seg2_s2,56,"Sie waren angetreten in einer langen Reihe , vorne stand der Scharfrichter , auf sein blankes Schwert gestützt , und der grosse Ibn-al-Filfil gelobte in seiner Güte , jedem Gefangenen das Leben zu schenken , der es vermochte , ihn und seinen Hof und seine vielen Weiber mit einer wirklich guten , lustigen Geschichte zu erheitern .",X-STM_V_Y-EXP,anim,mit,EXP_coordination,human,abstract_obj,event(action),,"(part of) piece of art, utterance"
erheitern,NZZ_1994_04_07_a98_seg3_s14,30,"Die für die Abteilung Humor zuständigen Franzosen Gougou & Sosman gehören zu den ganz wenigen Zirkuskomikern , die sowohl jüngste wie auch älteste Zuschauer mit ihren Spässchen aufs beste erheitern können .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),det_coref_subj,"(part of) piece of art, utterance"
erheitern,NZZ_1994_09_12_a168_seg2_s25,8,"« Eintagsfliegen » sind schnell gekauft , erheitern mit ihrer Kurzlebigkeit die Laune und gehen schmerzlos wieder vergessen .",X-STM_V_Y-EXP,anim,mit,"metaphoric_STM, EXP-related_object",ambiguous,property,,det_coref_subj,
erheitern,NZZ_1995_04_21_a166_seg11_s1,69,"Sehenswert von den Fernsehproduktionen zum Jahrestag ist zum Beispiel « ... nächste Woche ist Frieden » ( SAT 1 , 25. April ) von Peter Schulze- Rohr ( Regie ) und Peter Steinbach ( Buch ) , eine Art « Lindenstrasse » der letzten Kriegstage in Berlin : blasse , verwaschene Farben , absurde Realitätsverleugnungen ( Joseph Goebbels will das Volk mit der Radiosendung « Deutschland lacht » erheitern ) und marodierende russische Soldaten .",X-STM_V_Y-EXP,anim,mit,EXP_anim_proxy,human,abstract_obj,,,"(part of) piece of art, utterance"
erheitern,NZZ_1997_02_25_a159_seg4_s3,13,"Abgebucht unter den Skurrilitäten , mit denen uns die rührige Werbeindustrie zu erheitern versucht , entlockt uns der Anblick höchstens ein amüsiertes Lächeln .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,abstract_obj,,,
erheitern,NZZ_1998_04_09_a131_seg6_s20,15,"Und ein Ketzer dazu , der selbst im allerheiligsten Petersdom seine Begleiter mit Spöttereien erheitert .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,
erheitern,NZZ_1998_02_17_a194_seg6_s10,9,"Auch aus Nagano glaubt er uns mit Geschichtchen erheitern zu müssen , deren Humor sich auf höchst bedenklichem Schülerzeitungsniveau bewegt , zwischen plumper Selbstdarstellung und Sauglattismus .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,"(part of) piece of art, utterance"
erheitern,NZZ_1998_11_27_a220_seg3_s31,25,"Als RTL an den Start ging , war es möglich , die Massen und die Bildungsbürger mit Kreationen wie « Tutti frutti » zu erheitern bzw. zu schockieren .",X-STM_V_Y-EXP,ambiguous,mit,EXP_coordination,ambiguous,abstract_obj,,,(part of) piece of art
erheitern,NZZ_1994_01_04_a123_seg3_s9,70,"Da war im ersten Konzertteil die unterhaltsam frohgestimmte , mitunter gar derbe « Serenade » op. 85 des Moskauer Emigrantensohns Paul Juon aus den späten 1920er Jahren zu hören und im zweiten eine Suite aus der « Calvenmusik » , einem kurz vor der Jahrhundertwende geschriebenen Festspiel des während Jahrzehnten in Genf tätigen Otto Barblan , das , aus dem ursprünglichen Kontext gerissen , in seiner retrospektiven Naivität unfreiwillig erheiterte .",X-STM_V,inanim,in,,abstract_obj,property,,det_coref_subj,(part of) piece of art
erschrecken,NZZ_1993_04_24_a55_seg10_s15,32,"Der Tagungsleiter schloss die Diskussion mit einem passenden Zitat des deutschen Gesundheitsministers Horst Seehofer : « Eine meiner Erfahrungen ist , dass man die Befürworter der freien Marktwirtschaft am meisten dadurch erschrecken kann , dass man die Marktwirtschaft einführen will . »",X-STM_V_Y-EXP,anim,durch,pronominal_adverb,human,event(action),,,
erschrecken,NZZ_1993_03_19_a70_seg2_s25,80,"Sie werden aber nicht einfach zu Sündenböcken ; mit Witz und ironischer Beobachtungsgabe diagnostiziert Pennac bei den Eltern das mulmige Gefühl einer uneingelösten Lesepflicht , das sie mit sich in der Welt herumschleppen und das sie dazu veranlasst , die erzieherische Aufgabe , die Nachkommenschaft zur Literatur zu bringen , nicht ungern an die Fachlehrer zu delegieren , welche ihrerseits , dank einer professionellen Verbildung , mit dem Riesenanspruch der Grossen Literatur unschuldige ( und spontan-naive ) junge Leser erschrecken .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,,
erschrecken,NZZ_1994_09_03_a132_seg4_s1,35,"An einem Dezembertag des Jahres 1707 wurden drei sogenannte « Französische Propheten » in London an den Pranger gestellt , weil sie die Bevölkerung durch ihre in drastischen Farben ausgemalten endzeitlichen Prophezeiungen über Gebühr erschreckt hatten .",X-STM_V_Y-EXP,anim,durch,,human,abstract_obj,event(action),det_coref_subj,utterance
erschrecken,NZZ_1995_05_12_a26_seg10_s1,11,"Mit dem « Ende der Schweiz » die Gemüter zu erschrecken , ist in der deutschen Schweiz Mode , kaum ein Thema im Welschland .",X-STM_V_Y-EXP,anim,mit,EXP-related_object,human,abstract_obj,,,(part of) piece of art
erschrecken,NZZ_1996_04_19_a205_seg6_s2,19,"Ein geschlossenes Ensemble , das sich der andauernden Perfektionierung der Ballzirkulation verschrieben - und damit nicht erst Panathinaikos erschreckt hat .",X-STM_V_Y-EXP,anim_proxy,mit,"pronominal_adverb, EXP_anim_proxy",anim_proxy,"event(action),abstract_obj",,,
erschrecken,NZZ_1996_04_23_a243_seg5_s15,31,"Beinahe zwangsläufig kommt dem Sucher nach der statistischen Wahrheit Corey Pavin in den Sinn , der kleine Mann , der selbst auf der LPGA-Tour der Ladies mit seinen Drives niemanden erschrecken würde .",X-STM_V_Y-EXP,anim,mit,,human,event(action),,det_coref_subj,
erschrecken,NZZ_1996_06_26_a156_seg3_s10,27,"Ein nachhaltigeres Erlebnis hatten gewiss jene drei Kinder , die dem Orchester mit leuchtendem Neonstab einen forte- Einsatz geben durften , um damit den Professor zu erschrecken .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,event(action),,,
erschrecken,NZZ_1996_11_02_a20_seg11_s10,32,"Sie haben entweder selbst keine Vorstellung davon , was zu tun sei , oder sie wollen die Wähler nicht mit klaren Aussagen über das Vorgehen und die Konsequenzen ( Massenarbeitslosigkeit ) erschrecken .",X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",,,
erschrecken,NZZ_1996_11_13_a131_seg4_s16,17,"Man wollte die Bevölkerung nicht mit dem Wort « Reservat » oder gar « Urwald » erschrecken , denn obschon hier der Naturschutz Vorrang hat , sind diese in der Regel in schlecht erschlossenen Steillagen gelegenen Partien für alle zugänglich .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,utterance
erschrecken,NZZ_1997_07_14_a25_seg8_s2,3,"Iwan Rickenbacher erschreckte seine Parteifreunde unlängst mit der These , die Zauberformel wanke .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,utterance
erschrecken,NZZ_1997_06_06_a224_seg2_s7,25,"Ausgerechnet im coupierten Bergland mit aussergewöhnlich hohen Baukosten will man die Linie verdoppeln , und um das Volk nicht allzusehr mit exorbitanten Kosten zu erschrecken , redet man höflicherweise nur von den spektakulärsten Abschnitten der Strecken , den Tunnels .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,
erschrecken,NZZ_1998_02_02_a25_seg3_s9,24,"Man solle sich nicht kratzen , bevor es jucke , war seine Version der sozialdemokratischen Unlust , mögliche Wähler durch eindeutige Formulierungen zu erschrecken .",X-STM_V_Y-EXP,anim,durch,,human,"abstract_obj,event(action)",,,
erschrecken,NZZ_1998_01_05_a132_seg3_s10,15,"Gegen Freiburg , in dessen Tor der Schwede Östlund ein sicherer Rückhalt war , erschreckten die Zürcher die eigenen Zuschauer mit einer Verwaltermentalität im eigenen Drittel .",X-STM_V_Y-EXP,anim,mit,,human,property,,,
erschrecken,NZZ_1998_01_06_a111_seg6_s12,14,"Erst die Rollbrettmode verhalf dem Platz zu einer ersten Vitalisierung , und lustvoll erschrecken furchtlose Skater heute bange Opernbesucher mit ihren Künsten .",X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",event(action),det_coref_subj,
erschrecken,NZZ_1998_06_20_a155_seg3_s8,25,"Der Ich-Erzähler berichtet von seinem ersten Arbeitstag auf der Lokalredaktion , wo die Dame am Empfang ihn mit ihren « Augen wie Schusswunden » erschreckte .",X-STM_V_Y-EXP,anim,mit,,human,concrete_obj,property,det_coref_subj,
erschrecken,NZZ_1999_04_17_a229_seg9_s6,15,"Dass die Bewegung der Himmelskörper exakt zu messen und zu berechnen sein soll , erschreckt ihn als Beweis der Leblosigkeit des Weltraums - an ihm wird sich der Geozentriker Goethe keinen « Sternenstich » ( Jean Paul ) holen .",X-STM_V_Y-EXP,propositional,als,,abstract_obj,abstract_obj,property,no_det,
erschrecken,NZZ_1999_11_16_a116_seg3_s10,11,"Aber der Bär , mit dem Siegfried seinen Ziehvater zu erschrecken sucht , ist kein Bär , sondern der Junge selbst in Bärenhaut .",X-STM_V_Y-EXP,anim,mit,ambiguous,human,animal,,,
erschrecken,NZZ_1999_10_13_a19_seg4_s1,18,"A. R. Moskau , 12. Oktober Wladimir Schirinowski , der mit seinen national-chauvinistischen Tiraden einst den Westen erschreckte , in jüngster Zeit aber von niemandem mehr ernst genommen wurde , hat bei seinem Kampf um einen Platz in der nächsten Duma einen Rückschlag erlitten : Die russische Wahlkommission entschied am Montag abend , die Liste von Schirinowskis Liberaldemokratischer Partei ( LDPR ) nicht zu den Wahlen vom 19. Dezember zuzulassen .",X-STM_V_Y-EXP,anim,mit,metonymic_EXP,human,"event(action),abstract_obj",event(action),det_coref_subj,utterance
faszinieren,NZZ_1993_07_19_a130_seg5_s5,3,"Im Konzert faszinierte er dadurch , dass er diese traditionelle Basis mit subtilen Klangeffekten auf eine moderne Ebene brachte .",X-STM_V,ambiguous,durch,,ambiguous,abstract_obj,event(action),,"(part of) piece of art, proposition"
faszinieren,NZZ_1993_11_16_a187_seg3_s3,14,"Der Sopransaxophonist Evan Parker , einer der erfahrensten Improvisatoren der britischen Avantgarde-Szene , faszinierte zunächst mit einem schillernden Solorezital .",X-STM_V,anim,mit,,human,event(action),,,(part of) piece of art
faszinieren,NZZ_1994_01_25_a181_seg8_s3,12,"Mit extrem hohem Tempo , weit ausholenden Armbewegungen und atemberaubenden Hebungen faszinierten sie die etwa 3000 Zuschauer in der nicht ausverkauften Bröndby-Halle .",X-STM_V_Y-EXP,anim,mit,,human,property/event(action)/event(action),property/property/property,,
faszinieren,NZZ_1994_02_11_a189_seg1_s48,2,"Angie fasziniert ihn durch ihre Ausstrahlung und ihren phantasievollen , ungeregelten Lebensstil .",X-STM_V_Y-EXP,anim,durch,,human,property/abstract_obj,property/property,det_coref_subj/det_coref_subj,
faszinieren,NZZ_1994_03_28_a114_seg9_s8,29,"Überraschender Weise trat Simon Estes , zur Zeit mit dem Woltan an der Hamburger Staatsoper engagiert , zu John Brack und Jeff Turner auf die runde CSI-Bühne und faszinierte das Publikum mit einem Gospelsong .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,"(part of) piece of art, utterance"
faszinieren,NZZ_1994_04_23_a127_seg3_s10,7,Was ihn an alten Büchern so fasziniere ?,X-STM_V_Y-EXP,ambiguous,an,,ambiguous,"abstract_obj,concrete_obj",,,
faszinieren,NZZ_1994_05_16_a106_seg3_s6,6,"Philipp Huttenlocher ( Bass ) faszinierte durch die Intensität seiner Textausdeutung , und der lyrische Tenor Jörg Dürmüller begeisterte mit seiner glanzvollen , agilen Stimme in der Rolle des Erzählers ebenso wie als Stephan , Ananias oder Barnabas .",X-STM_V,anim,durch,,human,property,,,
faszinieren,NZZ_1994_07_02_a147_seg4_s32,18,"Sie vermögen , auch wenn sie oft überschwänglich anmuten , in ihrer geradezu dichterischen Kraft durchaus zu faszinieren .",X-STM_V,ambiguous,in,,ambiguous,abstract_obj,property,det_coref_subj,
faszinieren,NZZ_1994_07_21_a99_seg3_s30,14,"- Als Rudolf Firkusny einmal beim Zürcher Géza-Anda-Wettbewerb in der Jury mitwirkte , faszinierte er mit seinen knappen , manchmal ironisch eingefärbten Kommentaren von vollendeter Noblesse .",X-STM_V,anim,mit,,human,abstract_obj,,,utterance
faszinieren,NZZ_1994_09_17_a169_seg4_s4,24,"Ohne Zweifel konnte der Wunsch des Italieners Cesare Lievi auch in Zürich in Erfüllung gehen : dass er das Publikum mit seinen Inszenierungen fasziniere , dass sein Theater « Charme verbreite » , wie er in sympathisch gebrochenem Deutsch sagt .",X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",,det_coref_subj,(part of) piece of art
faszinieren,NZZ_1994_12_27_a115_seg5_s17,2,Was fasziniert euch an Techno ?,X-STM_V_Y-EXP,ambiguous,an,,ambiguous,abstract_obj,,,
faszinieren,NZZ_1995_01_18_a47_seg4_s3,27,"Grossen Strafkammer in Berlin- Moabit hat der Prozess gegen den 44jährigen Arno Funke begonnen , der als « Dagobert » jahrelang ein Gutteil der deutschen Öffentlichkeit faszinierte , bis er nach Bombenanschlägen , Erpressungsversuchen und gescheiterten Geldübergaben im April 1994 schliesslich doch der Polizei ins Netz ging .",X-STM_V_Y-EXP,anim,als,fragment,human,human,property,,difficult
faszinieren,NZZ_1995_02_07_a138_seg7_s1,11,"Dass diese schöne Geschichte geradlinig und einfach erzählt sei , fasziniere ihn an der Urfassung , sagt der Regisseur .",X-STM_V_Y-EXP,propositional,an,,"abstract_obj,property",abstract_obj,,,
faszinieren,NZZ_1995_08_18_a97_seg9_s2,4,"Das westliche Publikum fasziniert er mit Installationen , in denen der trostlose sowjetische Alltag wieder auflebt .",X-STM_V_Y-EXP,anim,mit,,human,"concrete_obj,event(action)",,,
faszinieren,NZZ_1993_02_26_a67_seg2_s11,3,Am Englischen fasziniert uns die vergleichsweise grosse Zahl einsilbiger Wörter .,X-STM_V_Y-EXP,inanim,an,,"abstract_obj,property",abstract_obj,,,
faszinieren,NZZ_1993_04_03_a70_seg4_s19,5,"Ähnlich wie seine Lyrik faszinieren auch die Dramen hauptsächlich durch sprachliche Paradoxien , die sich in den Dialogen manifestieren .",X-STM_V,inanim,durch,,abstract_obj,abstract_obj,property,,"(part of) piece of art, utterance"
faszinieren,NZZ_1993_04_21_a41_seg2_s1,16,Die so frei lavierten Improvisationen in brauner Tinte des Dichters Victor Hugo ( 1802-1885 ) faszinieren in ihrem ausschliesslichen Bekenntnis zur subjektiven Empfindung einer momentanen Seelenlage .,X-STM_V,inanim,in,,"abstract_obj,event(action)","abstract_obj,event(action)",property,det_coref_subj,(part of) piece of art
faszinieren,NZZ_1993_05_10_a37_seg1_s9,3,"Die Jury faszinierte an der Erzählung vor allem die Genauigkeit , mit der die Bewegung des Reisens in eine Sprachbewegung umgesetzt wird .",X-STM_V_Y-EXP,inanim,an,EXP_anim_proxy,property,abstract_obj,,,(part of) piece of art
faszinieren,NZZ_1993_09_09_a137_seg7_s5,44,"Sehenswert sind vor allem die eingangs erwähnten , 1,6 Kilometer vom Hotel entfernten , über eine breite Asphaltstrasse erreichbaren Höhlen , die mit Hunderten von Zeichnungen , namentlich von Tieren und Händen , aber auch mit vielfarbigen Felswänden und märchenhaften Stalagmiten-Formationen den Besucher faszinieren .",X-STM_V_Y-EXP,inanim,mit,,locative,concrete_obj+concrete_obj/concrete_obj,property+property/property,,(part of) piece of art
faszinieren,NZZ_1993_09_09_a39_seg3_s9,8,"Während einige Songs kindisch lärmig wirken , faszinieren andere mit beunruhigend zerrissenen Stimmungen oder kraftvollen Energiestössen .",X-STM_V,inanim,mit,,abstract_obj,property/event,property/property,,(part of) piece of art
faszinieren,NZZ_1993_09_18_a40_seg2_s2,13,Das vom Verlag aufgedruckte Lob stimmt argwöhnisch : Vladimir Makanins neuer Roman fasziniere « durch Bilder von beklemmender Eindringlichkeit und grosser sprachlicher Kraft » .,X-STM_V,inanim,durch,,abstract_obj,abstract_obj,property,,(part of) piece of art
faszinieren,NZZ_1993_10_15_a80_seg20_s4,7,"Diese auf schnellen Konsum ausgerichteten Anlagen faszinieren durch ihre minuziöse Planung , lassen aber durchaus auch kritische Fragen laut werden .",X-STM_V,inanim,durch,,concrete_obj,"abstract_obj,event(action)",property,det_coref_subj,
faszinieren,NZZ_1994_04_23_a128_seg6_s3,4,"An der Oper fasziniert ihn der Totalitätsanspruch dieser Gattung , das Verschmelzen verschiedener Künste zu einem Gesamtkunstwerk .",X-STM_V_Y-EXP,inanim,an,,"abstract_obj,property",abstract_obj,,,(part of) piece of art
